Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
133,Idrissa Gana Gueye,MF,Everton,36-042,1989,10,10,859,9.5,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1,4,45,12,0.1,0,0.1,0.1,0.1,0.09,0.02,0.11,0.09,0.11
134,Ben Gannon-Doak,FW,Bournemouth,19-361,2005,4,0,57,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,4,1,10,0,1.58,1.58,0,1.58,0.14,0.91,1.04,0.14,1.04
135,Alejandro Garnacho,FW,Chelsea,21-129,2004,5,4,253,2.8,1,0,1,1,0,0,0,0,0.3,0.3,0.8,1.2,24,2,39,0.36,0,0.36,0.36,0.36,0.11,0.3,0.41,0.11,0.41
136,James Garner,"MF,DF",Everton,24-239,2001,10,10,900,10,1,1,2,1,0,0,4,0,0.8,0.8,0.9,1.7,12,50,15,0.1,0.1,0.2,0.1,0.2,0.08,0.09,0.17,0.08,0.17
137,Lutsharel Geertruida,DF,Sunderland,25-112,2000,7,2,257,2.9,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,4,6,0,0,0,0,0,0,0.24,0,0.24,0.24,0.24
138,Tyrique George,FW,Chelsea,19-276,2006,4,0,145,1.6,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,1,4,10,0,0,0,0,0,0.2,0,0.2,0.2,0.2
139,Morgan Gibbs-White,"MF,FW",Nott'ham Forest,25-284,2000,10,9,819,9.1,1,1,2,1,0,0,0,0,1.9,1.9,0.7,2.6,22,63,74,0.11,0.11,0.22,0.11,0.22,0.21,0.07,0.29,0.21,0.29
140,Jamie Gittens,FW,Chelsea,21-091,2004,8,2,246,2.7,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,14,6,24,0,0,0,0,0,0.23,0.07,0.3,0.23,0.3
141,Wilfried Gnonto,FW,Leeds United,22-002,2003,4,3,192,2.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,4,14,0,0,0,0,0,0.08,0.04,0.12,0.08,0.12
142,Joao Gomes,MF,Wolves,24-268,2001,10,8,745,8.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,9,51,13,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
143,Rodrigo Gomes,"FW,DF",Wolves,22-123,2003,6,4,331,3.7,1,0,1,1,0,0,0,0,1,1,0.1,1.1,13,7,37,0.27,0,0.27,0.27,0.27,0.26,0.04,0.3,0.26,0.3
144,Toti Gomes,DF,Wolves,26-295,1999,7,6,435,4.8,0,0,0,0,0,0,2,1,0,0,0.1,0.2,5,11,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
145,Diego Gomez,"MF,FW",Brighton,22-225,2003,9,5,457,5.1,2,0,2,2,0,0,2,0,1.6,1.6,0.7,2.4,5,12,20,0.39,0,0.39,0.39,0.39,0.32,0.15,0.47,0.32,0.47
146,Joe Gomez,DF,Liverpool,28-168,1997,3,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.3,0,0.3,0.3,0.3
147,Nicolas Gonzalez,MF,Manchester City,23-308,2002,9,5,558,6.2,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,9,35,7,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1
148,Anthony Gordon,FW,Newcastle Utd,24-256,2001,7,7,458,5.1,0,0,0,0,0,0,0,1,1.4,1.4,1,2.4,21,16,38,0,0,0,0,0,0.27,0.19,0.46,0.27,0.46
149,Ryan Gravenberch,MF,Liverpool,23-175,2002,8,8,691,7.7,3,1,4,3,0,0,2,0,0.6,0.6,0.7,1.3,21,42,20,0.39,0.13,0.52,0.39,0.52,0.08,0.09,0.17,0.08,0.17
150,Archie Gray,MF,Tottenham,19-240,2006,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0.03,0.03,0,0.03
151,Jack Grealish,FW,Everton,30-058,1995,9,8,736,8.2,1,4,5,1,0,0,3,0,1.1,1.1,3.1,4.2,60,36,77,0.12,0.49,0.61,0.12,0.61,0.14,0.38,0.51,0.14,0.51
152,Brajan Gruda,"MF,FW",Brighton,21-160,2004,7,2,223,2.5,1,1,2,1,0,0,0,0,1.4,1.4,0.5,1.9,8,6,26,0.4,0.4,0.81,0.4,0.81,0.57,0.18,0.75,0.57,0.75
153,Ilia Gruev,MF,Leeds United,25-185,2000,5,2,213,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
154,Gabriel Gudmundsson,DF,Leeds United,26-192,1999,10,10,830,9.2,0,0,0,0,0,0,1,0,0.2,0.2,1.4,1.5,27,29,33,0,0,0,0,0,0.02,0.15,0.17,0.02,0.17
155,Marc Guhi,DF,Crystal Palace,25-117,2000,10,10,900,10,1,1,2,1,0,0,0,0,0.9,0.9,1.1,2,9,46,4,0.1,0.1,0.2,0.1,0.2,0.09,0.11,0.2,0.09,0.2
156,Evann Guessand,FW,Aston Villa,24-129,2001,9,5,418,4.6,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,11,8,26,0,0,0,0,0,0.08,0.01,0.09,0.08,0.09
157,Luis Guilherme,"FW,MF",West Ham,19-271,2006,3,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.11,0,0.11,0.11,0.11
158,Bruno Guimares,MF,Newcastle Utd,27-356,1997,9,9,805,8.9,3,1,4,3,0,0,3,0,1.5,1.5,0.6,2.1,10,68,23,0.34,0.11,0.45,0.34,0.45,0.17,0.07,0.23,0.17,0.23
159,Marc Guiu,FW,Sunderland,19-307,2006,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14
160,Marc Guiu,FW,Chelsea,19-307,2006,3,1,136,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,1,1,6,0,0,0,0,0,0.39,0,0.39,0.39,0.39
161,Malo Gusto,"DF,MF",Chelsea,22-172,2003,8,5,476,5.3,0,1,1,0,0,0,2,1,0.1,0.1,0.5,0.6,11,27,27,0,0.19,0.19,0,0.19,0.01,0.1,0.11,0.01,0.11
162,Joako Gvardiol,DF,Manchester City,23-288,2002,6,6,519,5.8,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,7,34,0,0,0.17,0.17,0,0.17,0.03,0.05,0.08,0.03,0.08
163,Viktor Gyokeres,FW,Arsenal,27-156,1998,10,10,800,8.9,4,0,4,3,1,1,1,0,4.6,3.8,1,4.8,8,11,51,0.45,0,0.45,0.34,0.34,0.51,0.12,0.63,0.42,0.54
164,Erling Haaland,FW,Manchester City,25-109,2000,10,10,854,9.5,13,1,14,13,0,0,0,0,10.2,10.2,1.1,11.4,22,6,33,1.37,0.11,1.48,1.37,1.48,1.08,0.12,1.2,1.08,1.2
165,Lewis Hall,DF,Newcastle Utd,21-060,2004,3,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0.02,0,0.02,0.02,0.02
166,Jack Harrison,FW,Leeds United,28-352,1996,9,1,259,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,8,8,16,0,0,0,0,0,0.1,0.14,0.23,0.1,0.23
167,Quilindschy Hartman,DF,Burnley,23-358,2001,10,10,897,10,0,4,4,0,0,0,1,0,0.1,0.1,1.2,1.4,3,27,26,0,0.4,0.4,0,0.4,0.01,0.13,0.14,0.01,0.14
168,Jorrel Hato,DF,Chelsea,19-245,2006,4,2,168,1.9,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
169,Kai Havertz,FW,Arsenal,26-149,1999,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
170,Ayden Heaven,DF,Manchester Utd,19-046,2006,2,0,30,0.3,0,1,1,0,0,0,0,0,0,0,0.3,0.3,0,1,0,0,3,3,0,3,0,0.95,0.95,0,0.95
171,Jan Paul van Hecke,DF,Brighton,25-152,2000,10,10,900,10,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.8,21,76,3,0.1,0,0.1,0.1,0.1,0.06,0.01,0.08,0.06,0.08
172,Hwang Hee-chan,FW,Wolves,29-285,1996,7,4,300,3.3,1,0,1,1,0,0,0,0,0.6,0.6,0,0.7,6,8,17,0.3,0,0.3,0.3,0.3,0.19,0.01,0.21,0.19,0.21
173,Dean Henderson,GK,Crystal Palace,28-240,1997,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Jordan Henderson,MF,Brentford,35-143,1990,10,9,740,8.2,0,2,2,0,0,0,3,0,0.1,0.1,0.7,0.8,5,42,4,0,0.24,0.24,0,0.24,0.01,0.09,0.09,0.01,0.09
175,Rico Henry,DF,Brentford,28-122,1997,7,1,173,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,12,2,11,0,0,0,0,0,0.07,0.07,0.13,0.07,0.13
176,Mads Hermansen,GK,West Ham,25-119,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Aaron Hickey,DF,Brentford,23-150,2002,5,2,187,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0.01,0,0.01,0.01,0.01
178,James Hill,DF,Bournemouth,23-301,2002,7,2,276,3.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,17,8,0,0,0,0,0,0.04,0,0.04,0.04,0.04
179,Piero Hincapi,DF,Arsenal,23-302,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
180,Jack Hinshelwood,MF,Brighton,20-210,2005,3,2,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
181,Ki-Jana Hoever,"DF,MF",Wolves,23-293,2002,5,4,250,2.8,0,0,0,0,0,0,0,0,0,0,0.2,0.3,6,9,15,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1
182,Callum Hudson-Odoi,FW,Nott'ham Forest,25-000,2000,10,6,570,6.3,1,0,1,1,0,0,0,0,0.6,0.6,1.7,2.3,35,29,79,0.16,0,0.16,0.16,0.16,0.09,0.26,0.36,0.09,0.36
183,Will Hughes,MF,Crystal Palace,30-204,1995,8,5,442,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,2,29,3,0,0,0,0,0,0.03,0.11,0.14,0.03,0.14
184,Trai Hume,"DF,MF",Sunderland,23-234,2002,10,10,888,9.9,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,11,35,26,0,0.1,0.1,0,0.1,0.04,0.05,0.09,0.04,0.09
185,Bashir Humphreys,DF,Burnley,22-237,2003,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Omari Hutchinson,"FW,MF",Nott'ham Forest,22-008,2003,5,0,102,1.1,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,6,3,22,0,0,0,0,0,0.37,0.59,0.97,0.37,0.97
187,Igor,DF,West Ham,27-273,1998,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Tim Iroegbunam,MF,Everton,22-130,2003,7,3,275,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0,0.2,2,8,6,0,0,0,0,0,0.05,0,0.05,0.05,0.05
189,Andy Irving,MF,West Ham,25-178,2000,6,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,12,2,0,0,0,0,0,0,0.07,0.07,0,0.07
190,Alexander Isak,FW,Liverpool,26-047,1999,4,3,251,2.8,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.5,1,7,11,0,0.36,0.36,0,0.36,0.34,0.2,0.54,0.34,0.54
191,Wilson Isidor,FW,Sunderland,25-072,2000,10,7,610,6.8,4,0,4,4,0,0,0,0,2.4,2.4,0,2.4,5,4,28,0.59,0,0.59,0.59,0.59,0.35,0,0.35,0.35,0.35
192,Alex Iwobi,"FW,MF",Fulham,29-188,1996,10,10,808,9,1,2,3,1,0,0,2,0,0.5,0.5,1.8,2.3,40,56,54,0.11,0.22,0.33,0.11,0.33,0.06,0.2,0.26,0.06,0.26
193,Daniel James,"FW,MF",Leeds United,27-362,1997,7,3,272,3,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,15,7,25,0,0,0,0,0,0.14,0.19,0.33,0.14,0.33
194,Reece James,DF,Chelsea,25-334,1999,10,7,695,7.7,1,2,3,1,0,0,2,0,0.5,0.5,1.8,2.2,9,51,22,0.13,0.26,0.39,0.13,0.39,0.06,0.23,0.29,0.06,0.29
195,Vitaly Janelt,MF,Brentford,27-181,1998,6,0,144,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,1,0,0,0,0,0,0.15,0.04,0.19,0.15,0.19
196,Mathias Jensen,MF,Brentford,29-310,1996,8,2,212,2.4,2,0,2,2,0,0,0,0,0.5,0.5,0.2,0.7,4,16,4,0.85,0,0.85,0.85,0.85,0.22,0.08,0.3,0.22,0.3
197,Igor Jesus,"FW,MF",Nott'ham Forest,24-255,2001,9,2,273,3,0,0,0,0,0,0,0,0,1.2,1.2,0.1,1.3,1,3,13,0,0,0,0,0,0.39,0.03,0.42,0.39,0.42
198,Alex Jimenez,DF,Bournemouth,20-183,2005,7,5,376,4.2,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,17,23,8,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
199,Raul Jimenez,FW,Fulham,34-186,1991,9,5,395,4.4,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.6,2,8,21,0.23,0.23,0.46,0.23,0.46,0.28,0.09,0.37,0.28,0.37
200,Joao Pedro,"FW,MF",Chelsea,24-042,2001,10,10,848,9.4,3,3,6,3,0,0,0,0,3.4,3.4,2.3,5.7,21,29,60,0.32,0.32,0.64,0.32,0.64,0.37,0.24,0.61,0.37,0.61
201,Joelinton,MF,Newcastle Utd,29-085,1996,8,8,624,6.9,0,0,0,0,0,0,2,0,0.7,0.7,0.9,1.5,12,36,29,0,0,0,0,0,0.1,0.13,0.22,0.1,0.22
202,Brennan Johnson,FW,Tottenham,24-168,2001,10,4,381,4.2,2,0,2,2,0,0,1,0,1,1,0.2,1.1,10,6,25,0.47,0,0.47,0.47,0.47,0.23,0.04,0.27,0.23,0.27
203,Sam Johnstone,GK,Wolves,32-227,1993,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204,Curtis Jones,MF,Liverpool,24-281,2001,8,2,327,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,46,12,0,0,0,0,0,0.09,0.11,0.19,0.09,0.19
205,Eli Junior Kroupi,FW,Bournemouth,19-137,2006,7,3,227,2.5,4,0,4,4,0,0,1,0,1.7,1.7,0.1,1.8,2,1,9,1.59,0,1.59,1.59,1.59,0.67,0.04,0.71,0.67,0.71
206,Hamed Junior Traore,MF,Bournemouth,25-264,2000,1,0,17,0.2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,5.29,5.29,0,5.29,0,1.1,1.1,0,1.1
207,James Justin,DF,Leeds United,27-257,1998,5,0,82,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
208,Filip Jorgensen,GK,Chelsea,23-205,2002,1,0,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Ferdi Kadioglu,"DF,FW",Brighton,26-031,1999,9,6,647,7.2,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.6,20,31,34,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09
210,Sasa Kalajdzic,FW,Wolves,28-123,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
211,Arnaud Kalimuendo,FW,Nott'ham Forest,23-291,2002,6,0,71,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,4,2,12,0,0,0,0,0,0.44,0.02,0.46,0.44,0.46
212,Daichi Kamada,MF,Crystal Palace,29-094,1996,8,8,675,7.5,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,11,30,19,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19
213,Boubacar Kamara,MF,Aston Villa,25-349,1999,8,7,565,6.3,0,2,2,0,0,0,2,0,0.1,0.1,0.4,0.5,7,38,2,0,0.32,0.32,0,0.32,0.01,0.07,0.08,0.01,0.08
214,Michael Kayode,DF,Brentford,21-120,2004,10,10,862,9.6,0,0,0,0,0,0,0,0,0.1,0.1,1.4,1.5,18,19,39,0,0,0,0,0,0.01,0.14,0.15,0.01,0.15
215,Michael Keane,DF,Everton,32-300,1993,10,10,874,9.7,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,2,23,2,0.1,0,0.1,0.1,0.1,0.08,0.01,0.09,0.08,0.09
216,Caoimhin Kelleher,GK,Brentford,26-349,1998,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,Milos Kerkez,DF,Liverpool,22-000,2003,9,9,660,7.3,1,0,1,1,0,0,3,0,0.8,0.8,0.3,1.1,12,34,38,0.14,0,0.14,0.14,0.14,0.11,0.04,0.15,0.11,0.15
218,Kevin,"FW,MF",Fulham,22-307,2003,7,1,232,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,22,9,23,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12
219,Abdukodir Khusanov,DF,Manchester City,21-251,2004,4,3,228,2.5,0,0,0,0,0,0,1,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0
220,Max Kilman,DF,West Ham,28-168,1997,10,10,900,10,0,0,0,0,0,0,3,0,0.5,0.5,0.2,0.7,3,23,1,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07
221,Joshua King,"MF,FW",Fulham,18-308,2007,10,9,616,6.8,0,0,0,0,0,0,2,0,0.8,0.8,0.2,1,17,22,36,0,0,0,0,0,0.12,0.03,0.14,0.12,0.14
222,Justin Kluivert,MF,Bournemouth,26-186,1999,9,3,336,3.7,1,0,1,1,0,0,2,0,0.4,0.4,0.4,0.8,9,12,26,0.27,0,0.27,0.27,0.27,0.11,0.11,0.22,0.11,0.22
223,Joe Knight,MF,Brighton,20-047,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Randal Kolo Muani,FW,Tottenham,26-337,1998,3,2,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,7,0,0,0,0,0,0.08,0.04,0.12,0.08,0.12
225,Ibrahima Konate,DF,Liverpool,26-166,1999,10,10,832,9.2,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.3,12,39,0,0,0,0,0,0,0.08,0.06,0.14,0.08,0.14
226,Ezri Konsa,DF,Aston Villa,28-015,1997,9,9,785,8.7,0,0,0,0,0,0,0,1,0,0,0,0.1,5,28,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01
227,Charalampos Kostoulas,"MF,FW",Brighton,18-161,2007,3,0,16,0.2,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,1,0,2,5.63,0,5.63,5.63,5.63,1.4,0,1.4,1.4,1.4
228,Mateo Kova?i?,MF,Manchester City,31-185,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,Emil Krafth,DF,Newcastle Utd,31-097,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
230,Ladislav Krej,"DF,MF",Wolves,26-201,1999,7,7,630,7,1,1,2,1,0,0,1,0,0.9,0.9,0.7,1.6,7,39,6,0.14,0.14,0.29,0.14,0.29,0.13,0.1,0.23,0.13,0.23
231,Mohammed Kudus,"FW,MF",Tottenham,25-097,2000,10,10,875,9.7,1,4,5,1,0,0,3,0,1.5,1.5,2,3.5,32,22,79,0.1,0.41,0.51,0.1,0.51,0.15,0.2,0.36,0.15,0.36
232,Jonah Kusi-Asare,FW,Fulham,18-126,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,Maxence Lacroix,DF,Crystal Palace,25-215,2000,10,10,900,10,0,1,1,0,0,0,1,0,0.3,0.3,0.6,0.9,0,15,3,0,0.1,0.1,0,0.1,0.03,0.06,0.09,0.03,0.09
234,Senne Lammens,GK,Manchester Utd,23-123,2002,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Jamaal Lascelles,DF,Newcastle Utd,31-361,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16,0,0.16,0.16,0.16
236,Josh Laurent,"DF,MF",Burnley,30-185,1995,10,6,561,6.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,7,12,11,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
237,Romeo Lavia,MF,Chelsea,21-305,2004,4,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0
238,Enzo Le Foe,"FW,MF",Sunderland,25-277,2000,9,7,630,7,1,1,2,0,1,1,1,0,0.9,0.1,0.6,0.7,11,20,37,0.14,0.14,0.29,0,0.14,0.13,0.09,0.22,0.02,0.11
239,Bernd Leno,GK,Fulham,33-248,1992,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Jefferson Lerma,MF,Crystal Palace,31-013,1994,9,2,276,3.1,0,1,1,0,0,0,1,0,0.6,0.6,0.1,0.6,2,15,2,0,0.33,0.33,0,0.33,0.18,0.02,0.21,0.18,0.21
241,Rico Lewis,DF,Manchester City,20-351,2004,5,2,175,1.9,0,1,1,0,0,0,0,0,0,0,1,1,2,19,9,0,0.51,0.51,0,0.51,0.01,0.52,0.53,0.01,0.53
242,Keane Lewis-Potter,"DF,FW",Brentford,24-258,2001,9,5,450,5,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,10,9,20,0,0.2,0.2,0,0.2,0.03,0.12,0.16,0.03,0.16
243,Myles Lewis-Skelly,DF,Arsenal,19-042,2006,7,0,92,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0
244,Matthijs de Ligt,DF,Manchester Utd,26-087,1999,10,10,900,10,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,3,16,6,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14
245,Victor Lindelof,"MF,DF",Aston Villa,31-113,1994,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
246,Valentino Livramento,DF,Newcastle Utd,22-360,2002,6,6,526,5.8,0,1,1,0,0,0,0,0,0,0,0.2,0.2,14,24,38,0,0.17,0.17,0,0.17,0,0.03,0.03,0,0.03
247,Sean Longstaff,MF,Leeds United,28-008,1997,10,8,715,7.9,1,2,3,1,0,0,0,0,0.7,0.7,1.8,2.5,2,22,14,0.13,0.25,0.38,0.13,0.38,0.09,0.22,0.31,0.09,0.31
248,Fer Lopez,"MF,FW",Wolves,21-167,2004,5,1,120,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,5,14,10,0,0.75,0.75,0,0.75,0.1,0.56,0.66,0.1,0.66
249,Florentino Luis,MF,Burnley,26-080,1999,7,6,567,6.3,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,2,24,4,0,0.16,0.16,0,0.16,0.05,0.03,0.08,0.05,0.08
250,Douglas Luiz,MF,Nott'ham Forest,27-182,1998,4,4,185,2.1,0,0,0,0,0,0,1,0,0,0,0.6,0.6,4,2,6,0,0,0,0,0,0.01,0.27,0.28,0.01,0.28
251,Saka Luki,MF,Fulham,29-086,1996,8,8,631,7,1,1,2,1,0,0,4,0,1.5,1.5,1.1,2.6,14,22,21,0.14,0.14,0.29,0.14,0.29,0.21,0.16,0.37,0.21,0.37
252,Ian Maatsen,DF,Aston Villa,23-242,2002,7,1,178,2,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,8,19,17,0,0,0,0,0,0.1,0.14,0.24,0.1,0.24
253,Alexis Mac Allister,MF,Liverpool,26-318,1998,9,8,565,6.3,0,2,2,0,0,0,0,0,0.7,0.7,1.3,2,13,25,18,0,0.32,0.32,0,0.32,0.1,0.21,0.32,0.1,0.32
254,Noni Madueke,FW,Arsenal,23-242,2002,5,4,304,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,18,9,44,0,0,0,0,0,0.09,0.25,0.34,0.09,0.34
255,Gabriel Magalhaes,DF,Arsenal,27-323,1997,10,10,900,10,1,2,3,1,0,0,1,0,0.8,0.8,1.3,2.1,6,36,1,0.1,0.2,0.3,0.1,0.3,0.08,0.13,0.21,0.08,0.21
256,Soungoutou Magassa,MF,West Ham,22-030,2003,5,2,173,1.9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
257,Harry Maguire,DF,Manchester Utd,32-247,1993,7,3,274,3,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,12,2,0.33,0.33,0.66,0.33,0.66,0.1,0.12,0.22,0.1,0.22
258,Kobbie Mainoo,MF,Manchester Utd,20-202,2005,7,0,144,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,5,7,4,0,0,0,0,0,0.04,0.11,0.15,0.04,0.15
259,Donyell Malen,FW,Aston Villa,26-302,1999,10,3,331,3.7,2,0,2,2,0,0,0,0,0.8,0.8,0.2,1,8,7,18,0.54,0,0.54,0.54,0.54,0.23,0.05,0.28,0.23,0.28
260,Giorgi Mamardashvili,GK,Liverpool,25-039,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Reinildo Mandava,"DF,MF",Sunderland,31-290,1994,7,7,572,6.4,0,0,0,0,0,0,1,1,0.1,0.1,0,0.1,15,32,13,0,0,0,0,0,0.01,0,0.01,0.01,0.01
262,Omar Marmoush,"FW,MF",Manchester City,26-273,1999,5,2,165,1.8,0,1,1,0,0,0,0,0,1,1,1,1.9,7,5,15,0,0.55,0.55,0,0.55,0.53,0.52,1.05,0.53,1.05
263,Callum Marshall,FW,West Ham,20-344,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19
264,Gabriel Martinelli,"FW,MF",Arsenal,24-142,2001,8,2,220,2.4,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,7,5,10,0.41,0,0.41,0.41,0.41,0.32,0.05,0.37,0.32,0.37
265,Emiliano Martinez,GK,Aston Villa,33-066,1992,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
